기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2024","상법(보험편)","15. 상법상 물건보험의 보험가액에 관한 설명으로 옳지 않은 것은?","1. 보험가액과 보험금액은 일치하지 않을 수 있다.","2. 보험계약 당사자간에 보험가액을 정하지 아니한 때에는 사고발생시의 가액을 보험가액으로 한다.","3. 보험계약의 당사자간에 보험가액을 정한 경우 그 가액이 사고발생시의 가액을 현저하게 초과할 경우 보험계약은 무효이다.","4. 보험계약의 당사자간에 보험가액을 정한 경우 그 가액은 사고발생시의 가액으로 정한 것으로 추정한다.","3","보험계약 당사자간에 보험가액을 정한 경우(기평가보험), 그 가액이 사고발생 시 가액을 현저하게 초과할 때에는 사고발생 시 가액을 보험가액으로 한다고 규정되어 있으나(상법 제670조), 계약 자체가 무효가 되는 것은 아니다.",""
"2024","상법(보험편)","16. 상법상 초과보험에 관한 설명으로 옳은 것을 모두 고른 것은?","1. ㄱ, ㄷ","2. ㄱ, ㄹ","3. ㄴ, ㄷ","4. ㄴ, ㄹ","2","ㄱ: 사기인 경우 계약은 무효이며 보험자는 보험가액 한도 내에서도 책임이 없다. ㄴ, ㄷ: 보험가액이 감소한 경우 보험료와 보험금액의 감액을 청구할 수 있으나 취소 사유는 아니다. ㄹ: 상법 제669조 제4항에 따라 사기로 인한 초과보험 시 보험자는 사실을 안 때까지의 보험료를 청구할 수 있다. 옳은 것은 ㄱ과 ㄹ이다. (문맥상 ㄱ이 무효임에도 보험료 청구 가능하다는 점에 비추어 정답 조합 확인 필요)",""
"2024","상법(보험편)","17. 甲이 가액이 10억원인 자기 소유의 재산에 대해 A, B보험회사와 보험기간이 동일하고, 보험금액 10억원인 화재보험계약을 순차적으로 각각 체결한 경우 그 법률관계에 관한 설명으로 옳지 않은 것은? (甲의 사기는 없었음)","1. 만약 甲이 사기에 의하여 두 개의 화재보험계약을 체결하였다면 보험계약은 무효이다.","2. 보험기간 중 화재가 발생하여 甲의 재산이 전소되어 10억원의 손해를 입은 경우 甲은 A, B보험회사에게 각각 5억원까지 보험금청구권을 행사할 수 있다.","3. 甲은 B보험회사와 화재보험계약을 체결할 때 A보험회사와의 화재보험계약의 내용을 통지할 의무가 있다.","4. 甲이 A보험회사에 대한 권리를 포기하더라도 B보험회사의 권리의무에 영향을 미치지 않는다.","4","상법 제673조에 따라 피보험자가 보험자 1인에 대한 권리를 포기하더라도 다른 보험자의 권리의무에는 영향을 미치지 않는다.",""
"2024","상법(보험편)","18. 손해보험의 목적에 관한 설명으로 옳은 것은?","1. 피보험자가 보험의 목적을 양도한 때에는 양수인은 보험계약상의 권리와 의무를 승계한 것으로 본다.","2. 금전으로 산정할 수 있는 이익에 한하여 보험의 목적으로 할 수 있다.","3. 보험의 목적에 관하여 보험자가 부담할 손해가 생긴 경우에는 그 후 그 목적이 보험자가 부담하지 아니하는 보험사고의 발생으로 인하여 멸실된 때에도 보험자는 이미 생긴 손해를 보상할 책임을 면하지 못한다.","4. 보험의 목적의 성질, 하자 또는 자연소모로 인한 손해는 보험자가 이를 보상할 책임이 있다.","2","상법 제668조에 따라 보험의 목적은 금전으로 산정할 수 있는 이익에 한한다. 1번은 피보험이익의 양도가 아니라 보험목적물의 양도이며, 이 경우 승계된 것으로 추정한다.",""
"2024","상법(보험편)","19. 손해보험에서 손해액의 산정에 관한 설명으로 옳은 것은?","1. 보험자가 보상할 손해액은 보험계약을 체결한 때와 곳의 가액에 의하여 산정한다.","2. 보험사고로 인하여 상실된 피보험자가 얻을 이익이나 보수는 보험자가 보상할 손해액에 산입하여야 한다.","3. 손해액의 산정에 관한 비용은 보험계약자의 부담으로 한다.","4. 당사자간에 다른 약정이 있는 때에는 그 신품가액에 의하여 손해액을 산정할 수 있다.","4","상법 제676조 제1항 단서에 따라 당사자간에 다른 약정이 있는 때에는 신품가액에 의하여 손해액을 산정할 수 있다. 원칙은 사고발생시와 곳의 가액이다.",""
"2024","상법(보험편)","20. 보험자가 손해를 보상할 때에 보험료의 지급을 받지 아니한 잔액이 있는 경우에 관한 설명으로 옳은 것은?","1. 보험자는 보험료의 지급을 받지 아니한 잔액이 있으면 보험계약을 즉시 해지할 수 있다.","2. 보험자는 지급기일이 도래하였으나 지급받지 않은 보험료 잔액을 보상할 금액에서 공제하여야 한다.","3. 보험자는 지급받지 않은 보험료 잔액이 있으면 그 지급기일이 도래하지 아니한 때라도 보상할 금액에서 이를 공제할 수 있다.","4. 보험자는 지급기일이 도래한 보험료 잔액의 지급이 있을 때까지 그 손해보상을 전부 거절할 수 있다.","3","상법 제677조에 따라 보험자는 보험료의 지급을 받지 아니한 잔액이 있는 경우 그 지급기일이 도래하지 아니한 때라도 보상할 금액에서 이를 공제할 수 있다.",""
"2024","상법(보험편)","21. 상법상 손해방지의무에 관한 설명으로 옳은 것은? (다툼이 있으면 판례에 따름)","1. 손해방지의무는 보험계약자는 부담하지 않고 피보험자만 부담하는 의무이다.","2. 손해방지의무의 이행을 위하여 필요 또는 유익하였던 비용과 보상액이 보험금액을 초과한 경우라도 보험자가 이를 부담한다.","3. 손해방지의무는 보험사고가 발생하기 이전에 부담하는 의무이다.","4. 손해방지의무의 이행을 위하여 필요 또는 유익하였던 비용은 실제로 손해의 방지와 경감에 유효하게 영향을 준 경우에만 보험자가 이를 부담한다.","2","상법 제680조 제1항에 따라 손해방지비용은 보험금액을 초과하더라도 보험자가 부담한다. 의무 주체는 보험계약자와 피보험자 모두이다.",""
"2024","상법(보험편)","22. 보험목적에 관한 보험대위(잔존물대위)의 설명으로 옳지 않은 것은?","1. 보험의 목적의 전부가 멸실한 경우에 보험대위가 인정된다.","2. 피보험자가 보험자로부터 보험금액의 전부를 지급받은 후에는 잔존물을 임의로 처분할 수 없다.","3. 일부보험의 경우에는 잔존물대위가 인정되지 않는다.","4. 보험자가 보험금액의 전부를 지급한 때 잔존물에 대한 권리는 물권변동절차 없이 보험자에게 이전된다.","3","상법 제681조에 따라 일부보험의 경우에도 보험자가 지급한 보험금액의 보험가액에 대한 비율에 따라 잔존물에 대한 권리를 취득한다.",""
"2024","상법(보험편)","23. 화재보험자가 보상할 손해에 관한 설명으로 옳은 것을 모두 고른 것은?","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","4","상법 제683조(화재보험자의 책임) 및 제684조(소방 등 조치로 인한 손해의 보상)에 따라 화재로 인한 직접손해뿐 아니라 소방비용 및 피난물건의 도난/훼손 손해도 보상 범위에 포함된다.",""
"2024","상법(보험편)","24. 화재보험에 관한 설명으로 옳지 않은 것은?","1. 건물을 보험의 목적으로 한 때에는 그 소재지, 구조와 용도를 화재보험증권에 기재하여야 한다.","2. 동산을 보험의 목적으로 한 때에는 그 존치한 장소의 상태와 용도를 화재보험증권에 기재하여야 한다.","3. 동일한 건물에 대하여 소유권자와 저당권자는 각각 다른 피보험이익을 가지므로, 각자는 독립한 화재보험계약을 체결할 수 있다.","4. 건물을 보험의 목적으로 한 때 그 보험가액의 일부를 보험에 붙인 경우, 당사자간에 다른 약정이 없다면 보험자는 보험금액의 한도내에서 그 손해를 보상할 책임을 진다.","4","건물을 보험 목적으로 한 일부보험의 경우, 상법 제674조에 따라 보험금액의 보험가액에 대한 비율에 따라 보상하는 것이 원칙이다. '보험금액 한도 내에서 전액 보상'은 비례보전약관이 없는 가계보험 등 실손보상 특약이 있는 경우에 한한다.",""
"2024","상법(보험편)","25. 집합보험에 관한 설명으로 옳지 않은 것은?","1. 집합보험은 집합된 물건을 일괄하여 보험의 목적으로 한다.","2. 보험의 목적에 속한 물건이 보험기간중에 수시로 교체된 경우에도 보험계약의 체결시에 현존한 물건은 보험의 목적에 포함된 것으로 한다.","3. 피보험자의 가족과 사용인의 물건도 보험의 목적에 포함된 것으로 한다.","4. 보험의 목적에 피보험자의 가족의 물건이 포함된 경우, 그 보험은 피보험자의 가족을 위하여서도 체결한 것으로 본다.","2","상법 제687조에 따라 보험기간 중에 수시로 교체되는 물건을 집합하여 보험의 목적으로 한 때에는 사고 발생 시에 현존하는 물건이 보험의 목적에 포함된 것으로 본다.",""
"2024","농어업재해보험법령","26. 농어업재해보험법령상 농업재해보험심의회(이하 ‘심의회’)에 관한 설명으로 옳지 않은 것은?","1. 심의회의 위원장은 농림축산식품부차관으로 하고, 부위원장은 위원 중에서 농림축산식품부차관이 지명한다.","2. 심의회의 회의는 재적위원 과반수의 출석으로 개의(開議)하고, 출석위원 과반수의 찬성으로 의결한다.","3. 심의회는 위원장 및 부위원장 각 1명을 포함한 21명 이내의 위원으로 구성한다.","4. 심의회의 회의는 재적위원 3분의 1 이상의 요구가 있을 때 또는 위원장이 필요하다고 인정할 때에 소집한다.","4","농어업재해보험법 제3조 및 시행령에 따라 심의회의 회의는 위원장이 필요하다고 인정할 때 또는 '재적위원 3분의 1 이상'이 아니라 '재적위원 과반수'나 특정 요건에 따라 소집된다. 실제 법령상 소집 요건은 위원장이 필요하다고 인정하거나 위원 요구 시 소집하되 구체적 비율은 통상 과반수이다. 문항상 3분의 1은 틀린 수치이다.",""
"2024","농어업재해보험법령","27. 농어업재해보험법령상 재해보험의 종류 등에 관한 설명으로 옳지 않은 것은?","1. 재해보험의 종류는 농작물재해보험, 임산물재해보험, 가축재해보험 및 양식수산물재해보험으로 한다.","2. 가축재해보험의 보험목적물은 가축 및 축산시설물이다.","3. 양식수산물재해보험과 관련된 사항은 농림축산식품부장관이 관장한다.","4. 정부는 보험목적물의 범위를 확대하기 위하여 노력하여야 한다.","3","양식수산물재해보험과 관련된 사항은 해양수산부장관이 관장한다. 농작물, 임산물, 가축은 농림축산식품부장관 관할이다.",""
"2024","농어업재해보험법령","28. 농어업재해보험법령상 재해보험사업을 할 수 있는 자를 모두 고른 것은?","1. ㄱ, ㄹ","2. ㄱ, ㄴ, ㄷ","3. ㄴ, ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ","4","농어업재해보험법 제8조에 따라 수협중앙회, 산림조합중앙회, 농협중앙회(현 농협손보), 보험회사 등이 가능하다. 새마을금고는 해당되지 않는다.",""
"2024","농어업재해보험법령","29. 농어업재해보험법령상 손해평가사의 정기교육에 관한 설명이다. ( )에 들어갈 숫자로 옳은 것은?","1. ㄱ: 1, ㄴ: 4","2. ㄱ: 1, ㄴ: 5","3. ㄱ: 2, ㄴ: 4","4. ㄱ: 2, ㄴ: 6","3","농어업재해보험법령에 따라 정기교육은 연 2회 이상 실시하며, 교육시간은 4시간 이상으로 한다.",""
"2024","농어업재해보험법령","30. 농어업재해보험법령상 손해평가사의 자격 취소 사유에 해당하는 위반 행위를 한 경우, 1회 위반 시에는 자격 취소를 하지 않고 시정명령을 하는 경우는?","1. 손해평가사의 자격을 거짓 또는 부정한 방법으로 취득한 경우","2. 거짓으로 손해평가를 한 경우","3. 다른 사람에게 손해평가사의 명의를 사용하게 하거나 그 자격증을 대여한 경우","4. 업무정지 기간 중에 손해평가 업무를 수행한 경우","2","거짓으로 손해평가를 한 경우 1차 위반 시 업무정지 등의 처분이 내려질 수 있으나, 부정한 방법 자격 취득이나 명의 대여 등은 즉시 취소 사유이다.",""
"2024","농어업재해보험법령","31. 농어업재해보험법령상 보험금 수급권 등에 관한 설명으로 옳지 않은 것은?","1. 재해보험의 보험목적물이 담보로 제공된 경우 보험금을 지급받을 권리는 압류할 수 없다.","2. 재해보험사업자는 정보통신장애로 보험금을 보험금수급계좌로 이체할 수 없을 때에는 현금 지급 등 대통령령으로 정하는 바에 따라 보험금을 지급할 수 있다.","3. 보험금수급전용계좌의 해당 금융기관은 ｢농어업재해보험법｣에 따른 보험금만이 보험금수급전용계좌에 입금되도록 관리하여야 한다.","4. 재해보험가입자가 재해보험에 가입된 보험목적물을 양도하는 경우 그 양수인은 재해보험계약에 관한 양도인의 권리 및 의무를 승계한 것으로 추정한다.","4","보험목적물을 양도하는 경우 양수인은 보험계약상의 권리와 의무를 승계한 것으로 '본다'(간주)가 법령의 취지이다. 추정이 아니다.",""
"2024","농어업재해보험법령","32. 농어업재해보험법령상 재해보험사업자가 재해보험 업무의 일부를 위탁할 수 있는 자에 해당하지 않는 자는?","1. ｢수산업협동조합법｣에 따라 설립된 수산물가공 수산업협동조합","2. ｢농업협동조합법｣에 따라 설립된 품목별ㆍ업종별협동조합","3. ｢산림조합법｣에 따라 설립된 지역산림조합","4. ｢보험업법｣ 제83조제1항에 따라 보험을 모집할 수 있는 자","1","수산물가공 수협은 위탁 대상이 아니다. 농협, 수협, 산림조합, 보험모집 자격자 등이 위탁 대상이다.",""
"2024","농어업재해보험법령","33. 농어업재해보험법령상 재정지원에 관한 설명으로 옳은 것은?","1. 정부는 예산의 범위에서 재해보험가입자가 부담하는 보험료의 전부를 지원할 수 있다.","2. 지방자치단체는 정부의 재정지원 외에 예산의 범위에서 재해보험사업자의 재해보험의 운영 및 관리에 필요한 비용 일부를 추가 지원할 수 있다.","3. 지방자치단체의 장은 정부의 재정지원 외에 보험료의 일부를 추가 지원하려는 경우 재해보험 가입현황서와 보험가입자의 기준 등을 확인하여 보험료의 지원금액을 결정ㆍ지급한다.","4. ｢풍수해ㆍ지진재해보험법｣에 따른 풍수해ㆍ지진재해보험에 가입한 자가 동일한 보험목적물을 대상으로 재해보험에 가입할 경우에는 정부가 재정지원을 할 수 있다.","3","정부는 보험료의 '일부'를 지원하며(전부 아님), 지자체장도 지원액을 결정하여 지급한다. 풍수해보험 중복 가입 시 정부 지원이 제한될 수 있다. 3번 문장이 법령상 적절한 설명이다.",""
"2024","농어업재해보험법령","34. 농어업재해보험법령상 농림축산식품부장관이 농어업재해재보험기금(이하 ‘기금’)의 관리ㆍ운용에 관한 사무를 농업정책보험금융원에 위탁한 경우 기금의 관리ㆍ운용에 관한 설명으로 옳지 않은 것은?","1. 농림축산식품부장관은 해양수산부장관과 협의하여 농업정책보험금융원의 임원 중에서 기금수입담당임원과 기금지출원인행위담당임원을 임명하여야 한다.","2. 기금수입담당임원은 기금수입징수관의 업무를, 기금지출원인행위담당임원은 기금지출관의 업무를 담당한다.","3. 농림축산식품부장관은 해양수산부장관과 협의하여 농업정책보험금융원의 직원 중에서 기금지출원과 기금출납원을 임명하여야 한다.","4. 기금출납원은 기금출납공무원의 업무를 수행한다.","2","기금수입담당임원은 '기금수입징수관'의 업무를, 기금지출원인행위담당임원은 '기금지출관'이 아니라 '기금지출원인행위관'의 업무를 담당한다. 기금지출관 업무는 기금지출담당임원이 한다.",""
"2024","농어업재해보험법령","35. 농어업재해보험법령상 농어업재해보험사업의 관리에 관한 설명으로 옳지 않은 것은?","1. 농림축산식품부장관 또는 해양수산부장관은 보험상품의 운영 및 개발에 필요한 통계자료를 수집ㆍ관리하여야 한다.","2. 농림축산식품부장관 및 해양수산부장관은 보험상품의 운영 및 개발에 필요한 통계의 수집ㆍ관리, 조사ㆍ연구 등에 관한 업무를 대통령령으로 정하는 자에게 위탁할 수 있다.","3. 재해보험사업자는 농어업재해보험 가입 촉진을 위하여 보험가입촉진계획을 3년 단위로 수립하여 농림축산식품부장관 또는 해양수산부장관에게 제출하여야 한다.","4. 농림축산식품부장관이 손해평가사의 자격 취소를 하려면 청문을 하여야 한다.","3","재해보험사업자는 보험가입촉진계획을 '매년' 수립하여 제출하여야 한다. 3년 단위가 아니다.",""
"2024","농어업재해보험법령","36. 농어업재해보험법령상 재보험사업 및 농어업재해재보험기금(이하 ‘기금’)에 관한 설명으로 옳지 않은 것은?","1. 정부는 재해보험에 관한 재보험사업을 할 수 있다.","2. 농림축산식품부장관은 해양수산부장관과 협의를 거쳐 재보험사업에 관한 업무의 일부를 농업정책보험금융원에 위탁할 수 있다.","3. 농림축산식품부장관은 해양수산부장관과 협의하여 공동으로 재보험사업에 필요한 재원에 충당하기 위하여 기금을 설치한다.","4. 농림축산식품부장관은 해양수산부장관과 협의하여 기금의 수입과 지출을 명확하게 하기 위하여 대통령령으로 정하는 시중 은행에 기금계정을 설치하여야 한다.","4","기금의 수입과 지출을 명확히 하기 위해 '한국은행'에 기금계정을 설치하여야 한다. 시중 은행이 아니다.",""
"2024","농어업재해보험법령","37. 농어업재해보험법령상 “재해보험사업자는 재해보험사업의 회계를 다른 회계와 구분하여 회계처리함으로써 손익관계를 명확히 하여야 한다.”라는 규정을 위반하여 회계를 처리한 자에 대한 벌칙은?","1. 500만원 이하의 과태료","2. 500만원 이하의 벌금","3. 1,000만원 이하의 벌금","4. 1년 이하의 징역","1","해당 구분회계 위반은 500만원 이하의 과태료 부과 대상이다.",""
