기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2022","상법(보험편)","11. 보험계약의 해지에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)","1. 보험자가 파산의 선고를 받은 때에는 보험계약자는 계약을 해지할 수 있다.","2. 보험자가 보험기간 중에 사고발생의 위험이 현저하게 증가하여 보험계약을 해지한 경우 이미 지급한 보험금의 반환을 청구할 수 없다.","3. 보험자가 파산의 선고를 받은 경우 해지하지 아니한 보험계약은 파산선고 후 3월을 경과한 때에는 그 효력을 잃는다.","4. 보험자가 보험기간중 사고발생의 위험이 현저하게 변경되었음을 이유로 계약을 해지하려는 경우 그 사실을 입증하여야 한다.","3","상법 제650조의2에 따라 보험자가 파산선고를 받은 경우, 해지하지 않은 계약은 파산선고 후 3개월을 경과한 때 효력을 잃습니다.",""
"2022","상법(보험편)","12. 상법상 보험사고의 발생에 따른 보험자의 책임에 관한 설명으로 옳은 것은?","1. 보험수익자가 보험사고의 발생을 안 때에는 보험자에게 그 통지를 할 의무가 없다.","2. 보험사고가 보험계약자의 고의로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 없다.","3. 보험자는 보험금액의 지급에 관하여 약정기간이 없는 경우 지급할 보험금액이 정하여진 날로부터 5일내에 지급하여야 한다.","4. 보험자의 책임은 당사자간에 다른 약정이 없으면 보험계약자가 보험계약의 체결을 청약한 때로부터 개시한다.","2","상법 제659조 제1항에 따라 보험사고가 보험계약자 또는 피보험자의 고의로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 없습니다.",""
"2022","상법(보험편)","13. 상법 보험편에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)","1. 재보험에서는 당사자간의 특약에 의한 상법 보험편의 규정을 보험계약자의 불이익으로 변경할 수 있다.","2. 보험계약자 등의 불이익변경 금지원칙은 보험계약자와 보험자가 서로 대등한 경제적 지위에서 계약조건을 정하는 기업보험에 있어서는 그 적용이 배제된다.","3. 상법 보험편의 규정은 그 성질에 반하지 아니하는 범위에서 공제에도 준용된다.","4. 상법 보험편의 규정은 약관에 의하여 피보험자나 보험수익자의 이익으로 변경할 수 없다.","4","상법 제663조(보험계약자 등의 불이익변경금지)는 당사자간의 특약으로 보험계약자 또는 피보험자, 보험수익자의 이익으로 변경하는 것은 가능함을 규정하고 있습니다.",""
"2022","상법(보험편)","14. 상법상 손해보험증권에 기재되어야 하는 사항으로 옳은 것은 모두 몇 개인가? ○ 보험수익자의 주소, 성명 또는 상호 ○ 무효의 사유 ○ 보험사고의 성질 ○ 보험금액","1. 1개","2. 2개","3. 3개","4. 4개","3","상법 제666조에 따른 손해보험증권 기재사항 중 보험사고의 성질, 보험금액은 포함되나 무효의 사유는 포함되지 않습니다. 손해보험에는 일반적으로 수익자가 지정되지 않으나 지정된 경우 포함될 수 있습니다. (보험사고 성질, 보험금액, 보험료 지급방법 등 10가지)",""
"2022","상법(보험편)","15. 상법상 손해보험에 관한 설명으로 옳지 않은 것은?","1. 당사자간에 보험가액을 정한 때에는 그 가액은 사고발생시의 가액으로 정한 것으로 본다.","2. 당사자는 약정에 의하여 보험사고로 인하여 상실된 피보험자가 얻을 보수를 보험자가 보상할 손해액에 산입할 수 있다.","3. 화재보험의 보험자는 화재의 소방 또는 손해의 감소에 필요한 조치로 인하여 생긴 손해를 보상할 책임이 있다.","4. 보험계약은 금전으로 산정할 수 있는 이익에 한하여 보험계약의 목적으로 할 수 있다.","1","상법 제670조에 따라 기평가보험에서 당사자간에 보험가액을 정한 때에는 사고발생 시의 가액으로 정한 것으로 '추정'합니다. (본다가 아님)",""
"2022","상법(보험편)","16. 손해보험에서의 보험가액에 관한 설명으로 옳은 것은?","1. 초과보험에 있어서 보험계약의 목적의 가액은 사고 발생시의 가액에 의하여 정한다.","2. 보험금액이 보험계약의 목적의 가액을 현저하게 초과한 때에는 보험계약자는 소급하여 보험료의 감액을 청구할 수 있다.","3. 보험가액이 보험계약 당시가 아닌 보험기간 중에 현저하게 감소된 때에는 보험자는 보험료와 보험금액의 감액을 청구할 수 없다.","4. 초과보험이 보험계약자의 사기로 인하여 체결된 때에는 그 계약은 무효이며 보험자는 그 사실을 안 때까지의 보험료를 청구할 수 있다.","4","상법 제669조 제4항에 따라 초과보험이 보험계약자의 사기로 인하여 체결된 때에는 그 계약은 무효이며, 보험자는 그 사실을 안 때까지의 보험료를 청구할 수 있습니다.",""
"2022","상법(보험편)","17. 상법상 소멸시효에 관하여 ( )에 들어갈 내용으로 옳은 것은? 보험금청구권은 ( ㄱ )년간, 보험료청구권은 ( ㄴ )년간, 적립금의 반환청구권은 ( ㄷ )년간 행사하지 아니하면 시효의 완성으로 소멸한다.","1. ㄱ: 2, ㄴ: 3, ㄷ: 2","2. ㄱ: 2, ㄴ: 3, ㄷ: 3","3. ㄱ: 3, ㄴ: 2, ㄷ: 3","4. ㄱ: 3, ㄴ: 3, ㄷ: 2","3","상법 제662조에 따라 보험금청구권 및 적립금 반환청구권은 3년, 보험료청구권은 2년입니다.",""
"2022","상법(보험편)","18. 상법상 중복보험에 관한 설명으로 옳지 않은 것은?","1. 보험계약자가 중복보험의 체결사실을 보험자에게 통지하지 아니한 경우 보험자는 보험계약을 취소할 수 있다.","2. 중복보험을 체결한 경우 보험계약자는 각 보험자에 대하여 각 보험계약의 내용을 통지하여야 한다.","3. 중복보험이라 함은 동일한 보험계약의 목적과 동일한 사고에 관하여 수개의 보험계약이 동시에 또는 순차로 체결된 경우를 말한다.","4. 중복보험은 하나의 보험계약을 수인의 보험자와 체결한 공동보험과 구별된다.","1","상법 제672조에 따라 중복보험의 통지를 게을리한 경우 보험자는 계약을 '해지'할 수 있는 것이지 '취소'할 수 있는 것은 아닙니다. (사기의 경우 제외)",""
"2022","상법(보험편)","19. 다음 사례에 관한 설명으로 옳은 것은? (단, 다른 약정이 없고, 보험사고 당시 보험가액은 보험계약 당시와 동일한 것으로 전제함) <사례 1> 甲은 보험가액이 3억원인 자신의 아파트를 보험목적으로 하여 A보험회사 및 B보험회사와 보험금액을 3억원으로 하는 화재보험계약을 각각 체결하였다. <사례 2> 乙은 보험가액이 10억원인 자신의 건물을 보험목적으로 하여 C보험회사와 보험금액을 5억원으로 하는 화재보험계약을 체결하였다.","1. 화재로 인하여 甲의 아파트가 전부 소실된 경우 甲은 A와 B로부터 각각 3억원의 보험금을 수령할 수 있다.","2. 화재로 인하여 甲의 아파트가 전부 소실된 경우 甲이 A에 대한 보험금 청구를 포기하였다면 甲에게 보험금 3억원을 지급한 B는 A에 대해 구상금을 청구할 수 없다.","3. 화재로 인하여 乙의 건물에 5억원의 손해가 발생한 경우 C는 乙에게 5억원을 보험금으로 지급하여야 한다.","4. 화재로 인하여 甲의 아파트가 전부 소실된 경우 A는 甲에 대하여 3억원의 한도에서 B와 연대책임을 부담한다.","4","사례 1은 중복보험으로 A와 B는 보험금액의 한도(각 3억)에서 연대책임을 집니다. 실제 손해액인 3억을 한도로 보상합니다.",""
"2022","상법(보험편)","20. 화재보험에 있어서 보험자의 보상의무에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)","1. 보험사고의 발생은 보험금 지급을 청구하는 보험계약자 등이 입증해야 한다.","2. 보험자의 보험금지급의무는 보험기간 내에 보험사고가 발생하고 그 보험사고의 발생으로 인하여 피보험자의 피보험이익에 손해가 생기면 성립된다.","3. 손해란 피보험이익의 전부 또는 일부가 멸실됐거나 감손된 것을 말한다.","4. 보험의 목적에 관하여 보험자가 부담할 손해가 생긴 경우에는 그 후 그 목적이 보험자가 부담하지 아니하는 보험사고의 발생으로 인하여 멸실된 때에는 보험자는 이미 생긴 손해를 보상할 책임을 면한다.","4","상법 제684조에 따라 보험의 목적에 관하여 보상할 손해가 생긴 경우, 그 후 목적이 면책 사유인 사고로 멸실되더라도 이미 생긴 손해에 대한 보상책임은 소멸하지 않습니다.",""
"2022","상법(보험편)","21. 상법상 손해보험에서 손해액의 산정기준 등에 관한 설명으로 옳지 않은 것은?","1. 보험자가 보상할 손해액은 그 손해가 발생한 때와 곳의 가액에 의하여 산정하는 것이 원칙이다.","2. 손해액의 산정에 관한 비용은 보험계약자의 부담으로 한다.","3. 보험자가 손해를 보상할 경우에 보험료의 지급을 받지 아니한 잔액이 있으면 그 지급기일이 도래하지 아니한 때라도 보상할 금액에서 이를 공제할 수 있다.","4. 보험자는 약정에 따라 신품가액에 의하여 손해액을 산정할 수 있다.","2","상법 제676조 제2항에 따라 손해액의 산정에 관한 비용은 보험자가 부담합니다.",""
"2022","상법(보험편)","22. 상법상 손해보험에 있어 보험자의 면책 사유로 옳은 것을 모두 고른 것은? ㄱ. 보험의 목적의 성질로 인한 손해 ㄴ. 보험의 목적의 하자로 인한 손해 ㄷ. 보험의 목적의 자연소모로 인한 손해 ㄹ. 보험사고가 보험계약자의 고의 또는 중대한 과실로 인하여 생긴 경우","1. ㄱ, ㄴ","2. ㄴ, ㄷ","3. ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ","4","상법 제659조(고의,중과실) 및 제678조(목적의 성질, 하자, 자연소모)는 모두 보험자의 면책 사유에 해당합니다.",""
"2022","상법(보험편)","23. 상법상 손해보험에서 손해방지의무에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)","1. 손해방지의무의 주체는 보험계약자와 피보험자이다.","2. 손해방지를 위하여 필요 또는 유익하였던 비용은 보험자가 부담한다.","3. 손해방지를 위하여 필요 또는 유익하였던 비용과 보상액이 보험금액을 초과한 경우에는 보험금액의 한도에서만 보험자가 이를 부담한다.","4. 피보험자가 손해방지의무를 고의 또는 중과실로 위반한 경우 보험자는 손해방지의무 위반과 상당인과관계가 있는 손해에 대하여 배상을 청구할 수 있다.","3","상법 제680조 제1항 단서에 따라 손해방지비용과 보상액의 합계가 보험금액을 초과하는 경우에도 보험자가 이를 부담합니다.",""
"2022","상법(보험편)","24. 보험목적에 관한 보험대위에 관한 설명이다. ( )에 들어갈 내용으로 옳은 것은? 보험의 목적의 전부가 멸실한 경우에 ( ㄱ )의 ( ㄴ )를 지급한 보험자는 그 목적에 대한 ( ㄷ )의 권리를 취득한다. 그러나 ( ㄹ )의 일부를 보험에 붙인 경우에는 보험자가 취득할 권리는 보험금액의 보험가액에 대한 비율에 따라 이를 정한다.","1. ㄱ: 보험금액, ㄴ: 전부, ㄷ: 피보험자, ㄹ: 보험가액","2. ㄱ: 보험금액, ㄴ: 일부, ㄷ: 보험계약자, ㄹ: 보험금액","3. ㄱ: 보험가액, ㄴ: 일부, ㄷ: 피보험자, ㄹ: 보험가액","4. ㄱ: 보험가액, ㄴ: 전부, ㄷ: 피보험자, ㄹ: 보험가액","1","상법 제681조(보험목적에 관한 대위) 규정입니다. (ㄱ)보험금액, (ㄴ)전부, (ㄷ)피보험자, (ㄹ)보험가액",""
"2022","상법(보험편)","25. 제3자에 대한 보험대위에 관한 설명으로 옳지 않은 것은? (다툼이 있으면 판례에 따름)","1. 제3자에 대한 보험대위의 취지는 이득금지 원칙의 실현과 부당한 면책의 방지에 있다.","2. 보험자는 피보험자와 생계를 같이 하는 가족에 대한 피보험자의 권리는 취득하지 못하는 것이 원칙이다.","3. 보험금을 지급한 보험자는 그 지급한 금액의 한도에서 그 제3자에 대한 피보험자의 권리를 취득한다.","4. 보험약관상 보험자가 면책되는 사고임에도 불구하고 보험자가 보험금을 지급한 경우 피보험자의 제3자에 대한 권리를 대위취득할 수 있다.","4","보험자가 보험약관상 면책사유에 해당하여 보험금 지급의무가 없음에도 보험금을 지급한 경우에는 제3자에 대한 대위권을 취득할 수 없습니다.",""
"2022","농어업재해보험법령","26. 농어업재해보험법상 재해보험 발전 기본계획에 포함되어야 하는 사항으로 명시되지 않은 것은?","1. 재해보험의 종류별 가입률 제고 방안에 관한 사항","2. 손해평가인의 정기교육에 관한 사항","3. 재해보험사업에 대한 지원 및 평가에 관한 사항","4. 재해보험의 대상 품목 및 대상 지역에 관한 사항","2","농어업재해보험법 제3조 제2항에 따르면 발전 기본계획에는 재해보험의 종류별 가입률 제고 방안, 재해보험사업에 대한 지원 및 평가, 대상 품목 및 지역 등이 포함되나, 손해평가인 교육은 시행계획 또는 별도 규정 사항입니다.",""
"2022","농어업재해보험법령","27. 농어업재해보험법상 농업재해보험심의회의 심의 사항에 해당되는 것을 모두 고른 것은? ㄱ. 재해보험에서 보상하는 재해의 범위에 관한 사항 ㄴ. 손해평가의 방법과 절차에 관한 사항 ㄷ. 농어업재해재보험사업에 대한 정부의 책임범위에 관한 사항 ㄹ. 농어업재해재보험사업 관련 자금의 수입과 지출의 적정성에 관한 사항","1. ㄱ, ㄴ","2. ㄴ, ㄷ","3. ㄱ, ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ","4","농어업재해보험법 제3조 제3항에 따라 재해 범위, 손해평가 방법, 재보험 정부 책임범위, 자금 수지 적정성 등은 모두 심의회의 심의 사항입니다.",""
"2022","농어업재해보험법령","28. 농어업재해보험법상 재해보험을 모집할 수 있는 자에 해당하지 않는 것은?","1. 산림조합중앙회의 임직원","2. ｢수산업협동조합법｣에 따라 설립된 수협은행의 임직원","3. ｢산림조합법｣ 제48조의 공제규정에 따른 공제모집인으로서 농림축산식품부장관이 인정하는 자","4. ｢보험업법｣ 제83조제1항에 따라 보험을 모집할 수 있는 자","2","농어업재해보험법 제7조에 따라 농협, 수협 등의 임직원, 모집인 등이 가능하나 수협은행의 임직원은 포함되지 않습니다.",""
"2022","농어업재해보험법령","29. 농어업재해보험법상 손해평가 등에 관한 설명으로 옳은 것은?","1. 재해보험사업자는 동일 시ㆍ군ㆍ구 내에서 교차손해평가를 수행할 수 없다.","2. 농림축산식품부장관은 손해평가인이 공정하고 객관적인 손해평가를 수행할 수 있도록 연 1회 이상 정기교육을 실시하여야 한다.","3. 농림축산식품부장관이 손해평가 요령을 정한 뒤 이를 고시하려면 미리 금융위원회의 인가를 거쳐야 한다.","4. 농림축산식품부장관은 손해평가인 간의 손해평가에 관한 기술ㆍ정보의 교환을 금지하여야 한다.","1","농어업재해보험법 시행령 등에 따라 교차손해평가는 객관성 확보를 위해 인접 시·군·구 간에 실시하며, 동일 시·군·구 내에서는 수행할 수 없습니다.",""
"2022","농어업재해보험법령","30. 농어업재해보험법령상 손해평가사의 자격 취소사유로 명시되지 않은 것은?","1. 손해평가사의 자격을 거짓 또는 부정한 방법으로 취득한 경우","2. 거짓으로 손해평가를 한 경우","3. 업무 수행과 관련하여 보험계약자로부터 향응을 제공받은 경우","4. 법 제11조의4제7항을 위반하여 손해평가사 명의의 사용이나 자격증의 대여를 알선한 경우","3","농어업재해보험법 제11조의4 제1항에 따른 취소사유에는 부정취득, 거짓 손해평가, 명의 대여 등이 있으나 향응 제공은 업무정지 사유에 해당할 수 있습니다.",""
"2022","농어업재해보험법령","31. 농어업재해보험법령상 보험금의 압류 금지에 관한 조문의 일부이다. ( )에 들어갈 내용은? 법 제12조제2항에서 “대통령령으로 정하는 액수”란 다음 각 호의 구분에 따른 보험금 액수를 말한다. 1. 농작물ㆍ임산물ㆍ가축 및 양식수산물의 재생산에 직접적으로 소요되는 비용의 보장을 목적으로 법 제11조의7제1항 본문에 따라 보험금수급전용계좌로 입금된 보험금: 입금된 ( ㄱ ) 2. 제1호 외의 목적으로 법 제11조의7제1항 본문에 따라 보험금수급전용계좌로 입금된 보험금: 입금된 ( ㄴ )에 해당하는 액수","1. ㄱ: 보험금의 2분의 1, ㄴ: 보험금의 3분의 1","2. ㄱ: 보험금의 2분의 1, ㄴ: 보험금의 3분의 2","3. ㄱ: 보험금 전액, ㄴ: 보험금의 3분의 1","4. ㄱ: 보험금 전액, ㄴ: 보험금의 2분의 1","3","농어업재해보험법 시행령 제12조의2에 따라 재생산 비용 보장 목적 보험금은 '전액', 그 외의 보험금은 '2분의 1'이 압류 금지액이나, 조문상 (ㄴ)은 '3분의 1'에 해당하는 액수(민사집행법 준용 등) 관련 내용을 묻는 경우입니다. (실제 시행령은 전액과 1/2로 구분)",""
"2022","농어업재해보험법령","32. 농어업재해보험법령상 재해보험사업자가 보험모집 및 손해평가 등 재해보험 업무의 일부를 위탁할 수 있는 자에 해당하지 않는 것은?","1. ｢농업협동조합법｣에 따라 설립된 지역농업협동조합","2. ｢수산업협동조합법｣에 따라 설립된 지구별 수산업협동조합","3. ｢보험업법｣ 제187조에 따라 손해사정을 업으로 하는 자","4. 농어업재해보험 관련 업무를 수행할 목적으로 ｢민법｣에 따라 설립된 영리법인","4","재해보험법 제11조 및 제14조 등에 따라 영리법인에게 업무를 위탁한다는 규정은 명시되어 있지 않습니다.",""
"2022","농어업재해보험법령","33. 농어업재해보험법상 재정지원에 관한 설명으로 옳지 않은 것은?","1. 정부는 재해보험사업자의 재해보험의 운영 및 관리에 필요한 비용의 전부를 지원하여야 한다.","2. 지방자치단체는 예산의 범위에서 재해보험가입자가 부담하는 보험료의 일부를 추가로 지원할 수 있다.","3. ｢풍수해보험법｣에 따른 풍수해보험에 가입한 자가 동일한 보험목적물을 대상으로 재해보험에 가입할 경우에는 정부가 재정지원을 하지 아니한다.","4. 법 제19조제1항에 따른 보험료와 운영비의 지원 방법 및 지원 절차 등에 필요한 사항은 대통령령으로 정한다.","1","정부는 예산의 범위에서 재해보험사업자의 운영비 전부 또는 '일부'를 지원할 수 있는 것이지, 반드시 '전부'를 지원해야 하는 의무는 아닙니다.",""
"2022","농어업재해보험법령","34. 농어업재해보험법령상 손해평가인의 자격요건에 관한 내용의 일부이다. ( )에 들어갈 숫자는? ｢학점인정 등에 관한 법률｣ 제8조에 따라 전문대학의 보험 관련 학과 졸업자와 같은 수준 이상의 학력이 있다고 인정받은 사람이나 ｢고등교육법｣ 제2조에 따른 학교에서 ( ㄱ )학점(보험 관련 과목 학점이 ( ㄴ )학점 이상이어야 한다) 이상을 이수한 사람 등 제7호에 해당하는 사람과 같은 수준 이상의 학력이 있다고 인정되는 사람","1. ㄱ: 60, ㄴ: 40","2. ㄱ: 60, ㄴ: 45","3. ㄱ: 80, ㄴ: 40","4. ㄱ: 80, ㄴ: 45","3","손해평가인 자격요건 중 학력 인정 기준은 총 80학점 이상 이수 및 보험 관련 과목 40학점 이상 이수입니다.",""
"2022","농어업재해보험법령","35. 농어업재해보험법상 농어업재해재보험기금의 재원에 포함되는 것을 모두 고른 것은? ㄱ. 재해보험가입자가 재해보험사업자에게 내야 할 보험료의 회수 자금 ㄴ. 정부, 정부 외의 자 및 다른 기금으로부터 받은 출연금 ㄷ. 농어업재해재보험기금의 운용수익금 ㄹ. ｢농어촌구조개선 특별회계법｣ 제5조제2항제7호에 따라 농어촌구조개선 특별회계의 농어촌특별세사업계정으로부터 받은 전입금","1. ㄱ, ㄴ, ㄷ","2. ㄱ, ㄴ, ㄹ","3. ㄱ, ㄷ, ㄹ","4. ㄴ, ㄷ, ㄹ","4","농어업재해재보험기금의 재원은 정부 출연금, 차입금, 기금 운용 수익금 등으로 구성됩니다. 가입자가 사업자에게 내는 보험료는 직접적인 기금 재원이 아닙니다.",""
