기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2023","상법","11. 상법상 초과보험에 관한 설명으로 옳은 것은?","1. 보험자 또는 보험계약자는 보험료와 보험금액의 감액을 청구할 수 있다.","2. 보험계약자가 청구한 보험료의 감액은 계약체결일부터 소급하여 그 효력이 있다.","3. 보험가액이 보험기간 중에 현저하게 감소된 때에도 보험계약자는 보험료의 감액을 청구할 수 없다.","4. 보험계약자의 사기로 인하여 체결된 초과보험의 경우 보험자는 그 계약을 체결한 날부터 1월내에 계약을 해지할 수 있다.","1","상법 제669조에 따라 보험금액이 보험가액을 현저하게 초과한 때에는 보험자 또는 보험계약자는 보험료와 보험금액의 감액을 청구할 수 있습니다.",""
"2023","상법","12. 상법상 보험가액에 관한 설명으로 옳지 않은 것은?","1. 보험가액이란 피보험이익을 금전적으로 산정 또는 평가한 액수이다.","2. 당사자간에 보험가액을 정한 때에는 그 가액은 사고발생시의 가액으로 정한 것으로 본다.","3. 당사자간에 보험가액을 정하지 아니한 때에는 사고발생시의 가액을 보험가액으로 한다.","4. 기평가보험에서 당사자간에 정한 보험가액이 사고발생시의 가액을 현저하게 초과할 때에는 사고발생시의 가액을 보험가액으로 한다.","2","당사자간에 보험가액을 정한 때(기평가보험)에는 그 가액은 사고발생시의 가액으로 정한 것으로 '추정'하는 것이지 '본다(간주)'는 것이 아닙니다. 단, 사고시 가액이 협정가액을 현저히 초과할 때는 사고시 가액을 보험가액으로 합니다.",""
"2023","상법","13. 상법상 손해보험계약에서 보험금액의 지급에 관한 설명으로 옳지 않은 것은?","1. 보험자는 보험금액의 지급에 관하여 약정기간이 있는 경우에는 그 기간내에 지급할 보험금액을 정하여야 한다.","2. 보험사고가 전쟁으로 인하여 생긴 때에도 당사자간에 다른 약정이 없으면 보험자는 보험금액을 지급할 책임이 있다.","3. 보험사고가 피보험자의 중대한 과실로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 없다.","4. 보험자는 보험금액의 지급에 관하여 약정기간이 없는 경우에는 보험사고 발생의 통지를 받은 후 지체없이 지급할 보험금액을 정하고 그 정하여진 날부터 10일내에 피보험자에게 보험금액을 지급하여야 한다.","2","상법 제660조에 따르면 보험사고가 전쟁 기타 변란으로 인하여 생긴 때에는 '특약이 없는 한' 보험자는 보험금을 지급할 책임이 없습니다.",""
"2023","상법","14. 상법 제663조(보험계약자 등의 불이익변경금지) 규정이다. ( )에 들어갈 내용은? 이 편의 규정은 당사자간의 특약으로 보험계약자 또는 피보험자나 보험수익자의 불이익으로 변경하지 못한다. 그러나 ( ㄱ ) 및 ( ㄴ ) 기타 이와 유사한 보험의 경우에는 그러하지 아니하다.","1. ㄱ: 책임보험, ㄴ: 해상보험","2. ㄱ: 책임보험, ㄴ: 화재보험","3. ㄱ: 재보험, ㄴ: 해상보험","4. ㄱ: 재보험, ㄴ: 화재보험","3","상법 제663조 단서에 따라 재보험 및 해상보험과 기타 이와 유사한 보험의 경우에는 불이익변경금지 원칙이 적용되지 않습니다.",""
"2023","상법","15. 상법상 보험기간 중에 사고발생의 위험이 현저하게 변경 또는 증가된 경우에 관한 설명으로 옳은 것은?","1. 보험수익자가 사고발생의 위험이 현저하게 변경된 사실을 안 때에는 지체없이 보험자에게 통지하여야 한다.","2. 통지의무자가 사고발생의 위험이 현저하게 증가된 사실의 통지를 해태한 때에는 보험자는 그 사실을 안 날부터 3월내에 한하여 계약을 해지할 수 있다.","3. 보험수익자의 중대한 과실로 인하여 사고발생의 위험이 현저하게 증가된 때에는 보험자는 그 사실을 안 날부터 2월내에 계약을 해지할 수 있다.","4. 보험자가 사고발생의 위험변경증가의 통지를 받은 때에는 1월내에 보험료의 증액을 청구할 수 있다.","4","상법 제652조 제2항에 따라 위험변경증가의 통지를 받은 보험자는 1월내에 보험료의 증액을 청구하거나 계약을 해지할 수 있습니다.",""
"2023","상법","16. 상법상 보험계약해지 및 보험사고발생에 관한 설명으로 옳지 않은 것은?","1. 보험자가 파산의 선고를 받은 때에는 보험계약자는 계약을 해지할 수 있다.","2. 보험수익자는 보험사고의 발생을 안 때에는 지체없이 보험계약자에게 그 통지를 발송하여야 한다.","3. 보험계약자가 사고발생의 통지의무를 해태함으로 인하여 손해가 증가된 때에는 보험자는 그 증가된 손해를 보상할 책임이 없다.","4. 보험자의 파산선고에도 불구하고 보험계약자가 해지하지 아니한 보험계약은 파산선고 후 3월을 경과한 때에는 그 효력을 잃는다.","2","보험사고 발생의 통지의무는 보험계약자 또는 피보험자나 보험수익자가 지는 것이며, 통지의 상대방은 보험자입니다. 통지의 선후가 뒤바뀐 2번 설명은 틀렸습니다.",""
"2023","상법","17. 상법상 손해보험에 관한 설명으로 옳은 것은?","1. 보험자는 보험사고로 인하여 생길 보험수익자의 재산상의 손해를 보상할 책임이 있다.","2. 보험사고로 인하여 상실된 피보험자가 얻을 이익이나 보수는 보험자가 보상할 손해액에 산입한다.","3. 대리인에 의하여 손해보험계약을 체결한 경우에 대리인이 안 사유는 그 본인이 안 것과 동일한 것으로 할 수 없다.","4. 보험계약은 금전으로 산정할 수 있는 이익에 한하여 보험계약의 목적으로 할 수 있다.","4","상법 제665조에 따라 손해보험계약은 금전으로 산정할 수 있는 이익(피보험이익)에 한하여 그 목적으로 할 수 있습니다.",""
"2023","상법","18. 상법상 손해보험에서 중복보험에 관한 설명으로 옳지 않은 것은?","1. 중복보험은 동일한 보험계약의 목적과 동일한 사고에 관하여 수개의 보험계약이 동시에 또는 순차로 체결되는 방식으로 성립할 수 있다.","2. 중복보험에서 그 보험금액의 총액이 보험가액을 초과한 때에는 보험자는 각자의 보험금액의 한도에서 연대책임을 지며 이 경우 각 보험자의 보상책임은 각자의 보험금액의 비율에 따른다.","3. 보험계약자의 사기로 인하여 중복보험 계약이 체결된 경우 보험자는 그 사실을 안 때까지의 보험료를 청구할 수 없다.","4. 보험자 1인에 대한 권리의 포기는 다른 보험자의 권리의무에 영향을 미치지 아니한다.","3","상법 제672조 제3항에 따라 계약자의 사기로 인한 중복보험은 무효이며, 보험자는 그 사실을 안 때까지가 아니라 계약체결시까지의 보험료를 청구할 수 있습니다.",""
"2023","상법","19. 상법상 손해보험에서 일부보험에 관한 설명으로 옳은 것은?","1. 일부보험이란 보험가액이 보험금액에 미달되는 경우를 말한다.","2. 당사자간에 다른 약정이 없는한 보험자는 보험가액의 보험금액에 대한 비율에 따라 보상할 책임을 진다.","3. 보험자는 보험금액의 한도내에서 그 손해를 전부 보상할 책임을 지는 내용의 약정을 할 수 있다.","4. 전부보험계약 체결후 물가등귀로 인하여 보험가액이 현저히 인상되더라도 일부보험은 발생하지 아니한다.","3","보험자는 보험금액의 한도 내에서 손해를 전부 보상한다는 '제1차 위험보험' 약정을 할 수 있습니다.",""
"2023","상법","20. 상법상 손해보험에서 손해액의 산정기준 등에 관한 설명으로 옳지 않은 것은?","1. 보험자가 보상할 손해액의 산정에 관한 비용은 보험자의 부담으로 한다.","2. 당사자간에 다른 약정이 없는 경우 보험자가 보상할 손해액은 그 손해가 발생한 때의 보험계약 체결지의 가액에 의하여 산정한다.","3. 당사자간의 약정에 의하여 보험의 목적의 신품가액에 의하여 손해액을 산정할 수 있다.","4. 보험의 목적의 성질, 하자 또는 자연소모로 인한 손해는 보험자가 이를 보상할 책임이 없다.","2","보험자가 보상할 손해액은 '사고가 발생한 때와 곳'의 가액에 의하여 산정하며, 보험계약 체결지의 가액이 아닙니다.",""
"2023","상법","21. 甲이 자기 소유 건물에 대하여 A보험회사와 화재보험을 체결한 경우에 관한 설명으로 옳지 않은 것은?","1. A보험회사가 甲으로부터 보험료의 지급을 받지 아니한 잔액이 있더라도 그 지급기일이 아직 도래하지 아니한 때에는, A보험회사는 甲에게 손해를 보상할 경우에 보상할 금액에서 그 잔액을 공제하여서는 아니된다.","2. A보험회사는 보험사고로 인하여 부담할 책임에 대하여 다른 보험자와 재보험계약을 체결할 수 있다.","3. 甲이 보험의 목적인 건물을 乙에게 양도한 때에는 乙은 보험계약상의 권리와 의무를 승계한 것으로 추정한다.","4. 甲이 보험의 목적인 건물을 乙에게 양도한 경우 甲 또는 乙은 A보험회사에 대하여 지체없이 그 사실을 통지하여야 한다.","1","상법 제671조에 따라 보험료의 지급을 받지 아니한 잔액이 있더라도 그 지급기일이 도래하지 아니한 때에는 보상할 금액에서 이를 공제할 수 있습니다.",""
"2023","상법","22. 다음 사례와 관련하여 손해방지의무 등에 관한 설명으로 옳지 않은 것은? 甲은 乙이 소유한 창고(시가 1억원)에 대하여 A보험회사와 화재보험계약(보험금액 1억원)을 체결하였다. 이후 보험기간 중 해당 창고에 화재가 발생하였는데 화재사고 당시 甲은 창고의 연소로 인한 손해방지를 위한 비용을 1천만원 지출하였고, 乙은 창고의 연소로 인한 손해의 경감을 위하여 비용을 3천만원 지출하였다.","1. 甲과 乙 모두 손해의 방지와 경감을 위하여 노력하여야 한다.","2. 甲이 지출한 1천만원이 손해방지를 위하여 필요하였던 비용일 경우 A보험회사는 甲이 지출한 1천만원의 비용을 부담한다.","3. 乙이 지출한 3천만원이 손해경감을 위하여 유익하였던 비용일 경우 A보험회사는 乙이 지출한 3천만원의 비용을 부담한다.","4. 위 사고로 인하여 乙에 대한 보상액이 8천만원으로 책정될 경우 A보험회사는 甲 및 乙이 지출한 비용과 보상액을 합쳐서 1억원의 한도에서 부담한다.","4","손해방지비용은 보험금액과 손해액의 합계가 보험금액을 초과하더라도 보험자가 부담하여야 합니다. 1억원의 한도라는 제한은 틀린 설명입니다.",""
"2023","상법","23. 다음 사례와 관련하여 보험자대위에 관한 설명으로 옳은 것은? 보리 농사를 대규모로 영위하는 甲은 금년에 수확하여 팔고남은 보리를 자신의 창고에 보관하면서, 해당 보리 재고를 보험목적으로 하고 자신을 피보험자로 하는 화재보험계약을 A보험회사와 체결하였다. 그런데 甲의 창고를 방문한 乙이 화재를 일으켰고 그 결과 위 보리 재고가 전소되었다. 이에 A보험회사는 甲에게 보험금을 전액 지급하였다.","1. 중과실로 화재를 일으킨 乙이 甲의 이웃집 친구일 경우, A보험회사는 乙에게 보험금 지급사실의 통지를 발송하는 시점에 乙에 대한 甲의 권리를 취득한다.","2. 경과실로 화재를 일으킨 乙이 甲의 거래처 지인일 경우, A보험회사는 그 지급한 금액의 한도에서 乙에 대한 甲의 권리를 취득한다.","3. 중과실로 화재를 일으킨 乙이 甲과 생계를 달리 하는 자녀일 경우, A보험회사는 乙에 대한 甲의 권리를 취득하지 못한다.","4. 고의로 방화한 乙이 甲과 생계를 같이 하는 배우자일 경우, A보험회사는 乙에 대한 甲의 권리를 취득하지 못한다.","2","제3자에 대한 보험자대위에서 권리 취득 시점은 보험금을 지급한 때입니다. 또한 경과실인 제3자에 대해서는 대위권을 행사할 수 있습니다.",""
"2023","상법","24. 상법상 화재보험계약에 관한 설명으로 옳지 않은 것은?","1. 보험자는 화재와 상당인과관계에 있는 손해를 보상하여야 한다.","2. 보험자는 화재의 소방 또는 손해의 감소에 필요한 조치로 인하여 생긴 손해를 보상할 책임이 있다.","3. 동일한 건물에 관한 화재보험계약일 경우 그 소유자와 담보권자가 갖는 피보험이익은 같다.","4. 연소 작용이 아닌 열의 작용으로 발생한 손해는 보험자가 보상하지 아니한다.","3","소유자와 담보권자(저당권자 등)는 각각 다른 경제적 이익을 가지므로 피보험이익이 같지 않습니다.",""
"2023","상법","25. 상법상 집합된 물건을 일괄하여 화재보험의 목적으로 한 경우 해당 화재보험에 관한 설명으로 옳은 것을 모두 고른 것은? ㄱ. 집합된 물건에 피보험자의 가족의 물건이 있는 경우 해당 물건도 보험의 목적에 포함된 것으로 한다. ㄴ. 집합된 물건에 피보험자의 사용인의 물건이 있는 경우 그 보험은 그 사용인을 위하여서도 체결한 것으로 본다. ㄷ. 보험의 목적에 속한 물건이 보험기간중에 수시로 교체된 경우 보험계약의 체결 시에 현존한 물건은 그 보험의 목적에 포함된 것으로 한다.","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","1","상법 제686조 및 제687조에 따라 가족의 물건은 포함되며(ㄱ), 사용인의 물건은 사용인을 위한 보험으로 봅니다(ㄴ). 집합보험에서 물건이 교체된 경우 사고 발생 시 현존하는 물건이 목적이 됩니다(ㄷ 틀림).",""
"2023","농어업재해보험법령","26. 농어업재해보험법상 용어의 정의로 옳지 않은 것은?","1. “농업재해”란 농작물ㆍ임산물ㆍ가축 및 농업용 시설물에 발생하는 자연재해ㆍ병충해 ㆍ조수해(鳥獸害)ㆍ질병 또는 화재를 말한다.","2. “농어업재해보험”이란 농어업재해로 발생하는 재산 피해에 따른 손해를 보상하기 위한 보험을 말한다.","3. “보험금”이란 보험가입자와 보험사업자 간의 약정에 따라 보험가입자가 보험사업자에게 내야 하는 금액을 말한다.","4. “보험가입금액”이란 보험가입자의 재산 피해에 따른 손해가 발생한 경우 보험에서 최대로 보상할 수 있는 한도액으로서 보험가입자와 보험사업자 간에 약정한 금액을 말한다.","3","보험금은 보험사고 발생 시 보험사업자가 보험가입자에게 지급하는 금액이며, 가입자가 사업자에게 내는 금액은 '보험료'입니다.",""
"2023","농어업재해보험법령","27. 농어업재해보험법령상 농업재해보험심의회에 관한 설명으로 옳지 않은 것은?","1. 심의회는 위원장 및 부위원장 각 1명을 포함한 21명 이내의 위원으로 구성한다.","2. 심의회의 위원장은 농림축산식품부장관이 위촉한다.","3. 심의회는 그 심의 사항을 검토ㆍ조정하고, 심의회의 심의를 보조하게 하기 위하여 심 의회에 분과위원회를 둘 수 있다.","4. 심의회의 회의는 재적위원 과반수의 출석으로 개의(開議)하고, 출석위원 과반수의 찬 성으로 의결한다.","2","농업재해보험심의회의 위원장은 농림축산식품부 차관이 됩니다.",""
"2023","농어업재해보험법령","28. 농어업재해보험법상 재해보험에 관한 설명으로 옳지 않은 것은?","1. 재해보험에서 보상하는 재해의 범위는 해당 재해의 발생 빈도, 피해 정도 및 객관적인 손해평가방법 등을 고려하여 재해보험의 종류별로 대통령령으로 정한다.","2. 양식수산업에 종사하는 법인은 재해보험에 가입할 수 없다.","3. 「수산업협동조합법」에 따른 수산업협동조합중앙회는 재해보험사업을 할 수 있다.","4. 정부는 재해보험에서 보상하는 재해의 범위를 확대하기 위하여 노력하여야 한다.","2","양식수산업에 종사하는 법인도 재해보험 가입 자격이 있습니다.",""
"2023","농어업재해보험법령","29. 농어업재해보험법상 보험료율의 산정에 관한 내용이다. ( )에 들어갈 용어는? 농림축산식품부장관 또는 해양수산부장관과 재해보험사업의 약정을 체결한 자는 재해보험의 보험료율을 객관적이고 합리적인 통계자료를 기초로 하여 ( ㄱ ) 또는 ( ㄴ )로 산정하되, 행정구역과 권역의 구분에 따른 단위로 산정하여야 한다.","1. ㄱ: 보험목적물별, ㄴ: 보상방식별","2. ㄱ: 보상방식별, ㄴ: 보험종류별","3. ㄱ: 보험종류별, ㄴ: 보험가입금액별","4. ㄱ: 보험가입금액별, ㄴ: 보험료별","1","법 제12조에 따르면 보험료율은 보험목적물별 또는 보상방식별로 산정합니다.",""
"2023","농어업재해보험법령","30. 농어업재해보험법령상 농작물재해보험 손해평가인의 자격요건에 관한 내용의 일부이다. ( )에 들어갈 숫자는? 「보험업법」에 따른 보험회사의 임직원이나 「농업협동조합법」에 따른 중앙회와 조합의 임직원으로 영농 지원 또는 보험ㆍ공제 관련 업무를 ( ㄱ )년 이상 담당하였거나 손해평가 업무를 ( ㄴ )년 이상 담당한 경력이 있는 사람","1. ㄱ: 2, ㄴ: 1","2. ㄱ: 1, ㄴ: 2","3. ㄱ: 3, ㄴ: 2","4. ㄱ: 2, ㄴ: 3","3","시행령에 따르면 영농지원/보험공제 업무는 3년 이상, 손해평가 업무는 2년 이상입니다.",""
"2023","농어업재해보험법령","31. 농어업재해보험법령상 손해평가사의 시험 등에 관한 설명으로 옳은 것은?","1. 금융감독원에서 손해사정 관련 업무에 2년 종사한 경력이 있는 사람에게는 손해평가사 자격시험 과목의 일부를 면제할 수 있다.","2. 농림축산식품부장관은 부정한 방법으로 시험에 응시한 사람에 대하여는 그 시험을 정지시키고 그 처분 사실을 14일 이내에 알려야 한다.","3. 농림축산식품부장관은 시험에서 부정한 행위를 한 사람에 대하여는 그 시험을 취소하고 그 처분 사실을 7일 이내에 알려야 한다.","4. 손해평가사는 다른 사람에게 그 명의를 사용하게 하거나 다른 사람에게 그 자격증을 대여해서는 아니 된다.","4","손해평가사는 타인에게 명의를 대여하거나 자격증을 대여해서는 안 됩니다.",""
"2023","농어업재해보험법령","32. 농어업재해보험법령상 손해평가사의 자격취소 사유에 해당하지 않은 것은?","1. 심신장애로 인하여 직무를 수행할 수 없게 된 경우","2. 거짓으로 손해평가를 한 경우","3. 업무정지 기간 중에 손해평가 업무를 수행한 경우","4. 손해평가사의 자격을 거짓 또는 부정한 방법으로 취득한 경우","1","심신장애로 인한 직무 수행 불가 등은 취소 사유가 아닌 자격 정지 또는 일반적 사유일 뿐이며, 법정 필수 취소 사유(거짓 취득, 업무정지 중 업무 등)가 아닙니다.",""
"2023","농어업재해보험법령","33. 농어업재해보험법상 재해보험사업에 관한 설명으로 옳은 것은?","1. 농림축산식품부장관은 손해평가사가 그 직무를 수행하면서 부적절한 행위를 하였다고 인정하면 1년 이상의 기간을 정하여 업무의 정지를 명할 수 있다.","2. 재해보험사업자는 정보통신장애나 그 밖에 대통령령으로 정하는 불가피한 사유로 보험금을 보험금수급계좌로 이체할 수 없을 때에는 현금으로 보험금을 지급할 수 있다.","3. 보험목적물이 담보로 제공된 경우에는 이를 압류할 수 없다.","4. 재해보험가입자가 재해보험에 가입된 보험목적물을 양도하는 경우 재해보험계약에 관한 양도인의 의무는 그 양수인에게 승계되지 않는다.","2","불가피한 사유로 계좌 이체가 불가능할 시에는 예외적으로 현금 지급이 가능합니다.",""
"2023","농어업재해보험법령","34. 농어업재해보험법령상 재보험 약정에 포함되는 사항을 모두 고른 것은? ㄱ. 재보험 약정의 변경ㆍ해지 등에 관한 사항 ㄴ. 재보험 책임범위에 관한 사항 ㄷ. 재보험금 지급 및 분쟁에 관한 사항","1. ㄱ, ㄴ","2. ㄱ, ㄷ","3. ㄴ, ㄷ","4. ㄱ, ㄴ, ㄷ","4","재보험 약정에는 변경/해지, 책임범위, 지급 및 분쟁에 관한 사항이 모두 포함되어야 합니다.",""
"2023","농어업재해보험법령","35. 농어업재해보험법상 과태료 부과대상인 것은?","1. 거짓으로 손해평가를 한 손해평가사","2. 재해보험을 모집할 수 없는 자로서 모집을 한 자","3. 다른 사람에게 손해평가사 자격증을 대여한 손해평가사","4. 농림축산식품부장관이 재해보험사업에 관한 업무처리 상황을 보고하게 하였으나 보고 하지 아니한 재해보험사업자","4","재해보험사업자가 보고 명령을 위반하거나 허위 보고를 한 경우 과태료 대상입니다. (1, 2, 3번은 벌칙 또는 자격취소 대상)",""
"2023","농어업재해보험법령","36. 농어업재해보험법령상 농어업재해재보험기금에 관한 사항으로 농림축산식품부장관과 해양수산부장관이 협의하여 하는 것이 아닌 것은?","1. 기금의 설치","2. 기금의 관리ㆍ운용","3. 기금의 부담으로 금융기관으로부터 자금을 차입하는 것","4. 기금의 결산","1","해당 기금 관련하여 기금의 결산은 개별적으로 수행하는 등 협의 대상이 아닌 항목이 있으나, 이 문제는 최종정답표에서 전항 정답으로 처리되었습니다.",""
"2023","농어업재해보험법령","37. 농어업재해보험법령상 보험사업의 관리에 관한 설명으로 옳은 것은?","1. 농림축산식품부장관 또는 해양수산부장관은 손해평가사 제도 운용 관련 업무를 농업 정책보험금융원에 위탁할 수 있다.","2. 정부가 하는 재해보험 가입 촉진을 위한 조치로서 신용보증 지원을 할 수 없다.","3. 농림축산식품부장관은 손해평가인의 자격요건에 대하여 매년 그 타당성을 검토하여야 한다.","4. 농림축산식품부장관은 보험가입촉진계획을 매년 수립한다.","1","농림축산식품부장관 등은 손해평가사 제도 운용 업무를 농업정책보험금융원에 위탁할 수 있습니다. (이 문제도 최종정답표에서 전항 정답 처리됨)",""
"2023","농어업재해보험법령","38. 농업재해보험 손해평가요령상 손해평가반의 구성에 관한 설명으로 옳지 않은 것은?","1. 손해평가반은 재해보험사업자가 구성한다.","2. 「보험업법」제186조에 따른 손해사정사는 손해평가반에 포함될 수 있다.","3. 손해평가인 2인과 손해평가보조인 3인으로는 손해평가반을 구성할 수 없다.","4. 자기 또는 이해관계자가 모집한 보험계약에 관한 손해평가에 대하여는 해당자를 손해 평가반 구성에서 배제하여야 한다.","3","손해평가반은 손해평가인 1인 이상을 포함하여야 하며, 손해평가보조인만으로는 구성할 수 없습니다. 3번의 조합은 가능하나 보조인만 있는 구성은 불가능합니다.",""
