기출년도,과목,문제,보기1,보기2,보기3,보기4,정답,해설,이미지
"2025","상법(보험편)","11. 상법상 보험사고 발생의 통지의무에 관한 설명으로 옳지 않은 것은?","1. 보험계약자가 통지의무를 위반할 경우 보험자는 보험금 전액의 지급책임을 면한다.","2. 피보험자는 보험사고의 발생을 안 때에는 지체없이 보험자에게 그 통지를 발송하여야 한다.","3. 보험수익자는 보험사고의 발생을 안 때에는 지체없이 보험자에게 그 통지를 발송하여야 한다.","4. 보험계약자가 통지의무를 해태함으로 인하여 손해가 증가된 때에는 보험자는 그 증가된 손해를 보상할 책임이 없다.","1","통지의무 위반 시 보험자는 통지의무 해태로 인하여 증가된 손해에 대해서만 책임을 면합니다. 전액 면책되는 것은 아닙니다.",""
"2025","상법(보험편)","12. 상법상 보험금액의 지급 및 면책사유에 관한 설명으로 옳은 것은?","1. 보험자가 지급할 보험금액을 정하면 그 정하여진 날부터 1개월 내에 보험금액을 지급하여야 한다.","2. 손해보험계약에서 보험사고가 보험계약자의 경과실로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 없다.","3. 손해보험계약에서 보험사고가 피보험자의 중과실로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 있다.","4. 손해보험계약에서 보험사고가 보험수익자의 경과실로 인하여 생긴 때에는 보험자는 보험금액을 지급할 책임이 없다.","3","손해보험에서 보험사고가 피보험자의 중대한 과실로 생긴 경우에도 보험자는 보험금을 지급할 책임이 있습니다.",""
"2025","상법(보험편)","13. 상법상 보험계약 관련 소멸시효에 관한 설명이다. ( )에 들어갈 숫자를 모두 합한 것으로 옳은 것은? [보험금청구권은 ( )년간, 보험료 또는 적립금의 반환청구권은 ( )년간, 보험료청구권은 ( )년간 행사하지 아니하면 시효의 완성으로 소멸한다.]","1. 6","2. 7","3. 8","4. 9","3","보험금청구권 3년, 반환청구권 3년, 보험료청구권 2년입니다. 합계는 8입니다.",""
"2025","상법(보험편)","14. 상법상 손해보험증권에 기재하여야 할 사항으로 옳은 것은?","1. 청약철회 사유","2. 보험료의 계산방법","3. 보험자의 면책에 관한 사항","4. 보험사고의 성질","4","상법 제666조에 따라 보험사고의 성질은 손해보험증권의 법정 기재사항입니다.",""
"2025","상법(보험편)","15. 상법상 초과보험에 관한 설명으로 옳지 않은 것은?","1. 보험가액이 보험금액을 현저하게 초과한 때에는 보험자 또는 보험계약자는 보험료와 보험금액의 감액을 청구할 수 있다.","2. 보험가액이 보험기간 중에 현저하게 감소한 때에는 보험자 또는 보험계약자는 보험료와 보험금액의 감액을 청구할 수 있다.","3. 보험계약자의 사기로 인하여 초과보험 계약이 체결된 때에는 그 계약은 무효가 된다.","4. 사기로 인한 초과보험 계약이 체결되어 무효가 된 경우 보험자는 그 사실을 안 때까지의 보험료를 청구할 수 있다.","1","보험가액이 보험금액을 현저하게 초과하는 경우는 '일부보험'이며, 초과보험은 보험금액이 가액을 초과하는 경우입니다.",""
"2025","상법(보험편)","16. 상법상 기평가보험과 미평가보험에 관한 설명으로 옳은 것은?","1. 당사자간에 보험가액을 정한 때에는 그 가액은 사고발생시의 가액으로 정한 것으로 간주한다.","2. 협정보험가액이 사고발생시의 가액을 현저하게 초과할 때에는 협정보험가액을 보험가액으로 한다.","3. 당사자간에 보험가액을 정하지 아니한 때에는 사고발생시의 가액을 보험가액으로 한다.","4. 보험가액을 정하지 않은 경우 그 보험계약은 무효로 한다.","3","당사자간에 보험가액을 정하지 않은 미평가보험의 경우, 사고발생시의 가액을 보험가액으로 합니다.",""
"2025","상법(보험편)","17. 甲은 자신이 소유한 건물(보험가액 20억원)에 대하여 A보험자와 15억원의 화재보험계약을 체결하고, B보험자와 10억원의 화재보험계약을 체결하였다. 해당 건물이 화재로 전부 멸실하였을 경우의 법률관계에 관한 설명으로 옳은 것은? (단, 보험기간은 동일하고, 보험자의 면책사유는 없으며, 甲의 사기도 없었다고 가정함)","1. A보험자는 甲에게 보험금으로 8억원을 지급할 책임이 있다.","2. B보험자는 甲에게 보험금으로 6억원을 지급할 책임이 있다.","3. B보험자가 보험금을 지급하지 않은 경우 A보험자는 甲에게 보험금으로 12억원을 지급하여야 한다.","4. B보험자가 보험금을 지급하지 않을 경우 자신이 지급해야 할 몫의 보험금을 지급한 A보험자는 B보험자를 상대로 3억원의 구상권을 행사할 수 있다.","4","중복보험의 경우 각 보험자는 보험금액의 한도 내에서 연대책임을 지며, 내부적으로는 보험금액 비율로 부담합니다. A는 12억, B는 8억을 부담하므로 B가 미지급 시 A는 한도 내 전액인 15억까지 줄 수 있고, 이후 B에게 구상 가능합니다.",""
"2025","상법(보험편)","18. 상법상 일부보험에 관한 설명으로 옳지 않은 것은?","1. 보험금액이 보험가액에 미달하는 보험을 말한다.","2. 보험가액의 일부를 보험에 붙인 경우에 발생한다.","3. 보험금액의 보험가액에 대한 비율에 관하여 당사자 사이에 다르게 약정하면 보험자는 보험금액의 한도내에서 책임을 지게 된다.","4. 일부보험의 보험가액 산정기준은 언제나 계약 체결시로 한다.","4","보험가액의 산정기준은 원칙적으로 사고발생시의 가액입니다. 계약 체결시를 기준으로 하는 것은 기평가보험의 경우입니다.",""
"2025","상법(보험편)","19. 상법상 보험목적의 양도에 관한 설명으로 옳은 것은?","1. 보험의 목적의 양도인 또는 양수인은 보험자에 대하여 지체없이 그 사실을 통지하여야 한다.","2. 피보험자가 보험의 목적을 양도한 때에는 양수인은 보험계약상의 권리만을 승계한다.","3. 피보험자가 보험의 목적을 양도한 때에는 양도인과 양수인이 공동으로 보험자에게 통지하여야 한다.","4. 피보험자가 보험의 목적을 양도한 때에는 양수인은 보험계약상의 의무를 승계한 것으로 간주한다.","1","보험 목적 양도 시 양도인 또는 양수인은 보험자에게 지체 없이 사실을 통지해야 합니다.",""
"2025","상법(보험편)","20. 상법상 손해방지의무에 관한 설명으로 옳지 않은 것은?","1. 보험계약자는 손해방지를 위해 노력해야 한다.","2. 피보험자는 보험사고가 발생한 경우 손해의 경감을 위해 노력해야 한다.","3. 보험계약자가 손해방지의무의 이행에 필요했던 비용과 보상액이 보험금액을 초과한 경우 그 초과부분은 보험계약자가 부담한다.","4. 손해방지의무의 주체는 보험계약자와 피보험자이다.","3","손해방지비용은 보험금액을 초과하더라도 보험자가 부담해야 합니다.",""
"2025","상법(보험편)","21. 상법상 보험목적에 관한 보험대위(잔존물대위)의 설명으로 옳은 것은?","1. 보험목적의 전부가 멸실한 경우에 보험금액 전부를 지급한 보험자는 그 목적에 대한 피보험자의 권리를 취득한다.","2. 보험자가 전체 보험금의 일부를 지급한 경우에도 그 지급에 비례하여 보험대위가 성립한다.","3. 잔존하는 보험목적에 관한 피보험자의 권리가 보험자에게 이전하는 시점은 보험자가 보험금을 청구받은 때이다.","4. 일부보험에서는 잔존물대위가 성립할 여지가 없다.","1","보험 목적이 전부 멸실하고 보험금 전부를 지급한 경우 보험자는 그 목적에 대한 권리를 취득합니다.",""
"2025","상법(보험편)","22. 상법상 손해보험에서 제3자에 대한 보험대위에 관한 설명으로 옳지 않은 것은?","1. 손해가 제3자의 행위로 인하여 발생한 경우에 보험금을 지급한 보험자는 그 지급한 금액의 한도에서 그 제3자에 대한 보험계약자 또는 피보험자의 권리를 취득하는 것으로 추정한다.","2. 보험자가 보상할 보험금의 일부를 지급한 경우에 보험자는 피보험자의 권리를 침해하지 아니하는 범위에서 그 권리를 행사할 수 있다.","3. 손해가 보험계약자와 생계를 같이 하는 가족의 고의로 인하여 발생한 경우 보험금을 지급한 보험자는 그 지급한 금액의 한도에서 그 권리를 취득한다.","4. 제3자에 대한 보험대위의 취지는 이득금지 원칙의 실현과 부당한 면책의 방지에 있다.","1","보험금 지급 시 보험자는 당연히 제3자에 대한 권리를 취득하는 것이지, 취득하는 것으로 '추정'하는 것이 아닙니다.",""
"2025","상법(보험편)","23. 상법상 집합보험에 관한 설명으로 옳지 않은 것은?","1. 집합보험은 경제적으로 보아 독립된 수개의 물건을 마치 하나의 물건(집합물)처럼 취급하여 보험목적으로 한 것이다.","2. 집합된 물건을 일괄하여 보험의 목적으로 한 때에는 피보험자의 가족의 물건도 보험 목적에 포함되는 것으로 한다.","3. 집합된 물건을 일괄하여 보험의 목적으로 한 때에는 피보험자에게 고용된 사용자의 물건은 보험목적에 포함되지 않는다.","4. 집합된 물건을 일괄하여 보험의 목적으로 한 때에는 그 목적에 속한 물건이 보험기간 중에 수시로 교체된 경우에도 보험사고의 발생 시에 현존한 물건은 보험의 목적에 포함된 것으로 한다.","3","집합보험에서 피보험자의 가족뿐만 아니라 고용된 사용자의 물건도 보험의 목적에 포함된 것으로 봅니다.",""
"2025","상법(보험편)","24. 상법상 손해보험에 관한 설명으로 옳은 것은?","1. 보험계약은 금전으로 산정할 수 없는 이익에 대해서도 보험계약의 목적으로 할 수 있다.","2. 보험자는 보험사고로 인하여 부담할 책임에 대하여 다른 보험자와 재보험계약을 체결할 수 있다.","3. 화재보험에서 동산을 보험의 목적으로 한 때에는 보험증권에 그 위치한 장소를 기재하면 되고 그 상태나 용도까지 기재할 필요는 없다.","4. 보험자가 보상할 손해액의 산정에 관한 비용은 보험계약자의 부담으로 한다.","2","보험자는 자신이 인수한 위험을 다시 다른 보험자에게 재보험으로 가입할 수 있습니다.",""
"2025","상법(보험편)","25. 상법상 화재보험증권에 기재해야 할 사항으로 옳은 것을 모두 고른 것은? ㄱ. 보험계약자의 주소와 성명 및 주민등록번호 ㄴ. 보험기간을 정한 때에는 그 시기와 종기 ㄷ. 건물을 보험의 목적으로 한 때에는 그 소재지, 구조와 용도 ㄹ. 보험가액을 정한 때에는 그 가액 ㅁ. 보험금액과 그 지급방법 및 시기","1. ㄱ, ㄴ, ㅁ","2. ㄱ, ㄷ, ㅁ","3. ㄴ, ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ, ㅁ","3","주민등록번호는 기재사항이 아니며, 지급방법 및 시기도 공통 기재사항이나 화재보험 고유 기재사항인 ㄴ, ㄷ, ㄹ이 핵심입니다. ㄴ, ㄷ, ㄹ은 상법 제685조의 기재사항입니다.",""
"2025","농어업재해보험법령","26. 농어업재해보험법령상 재해보험 발전 기본계획 및 시행계획의 수립․시행에 관한 설명으로 옳은 것은?","1. 농림축산식품부장관과 해양수산부장관은 기본계획을 3년마다 수립ㆍ시행하여야 한다.","2. 재해보험의 대상 품목에 관한 사항은 기본계획에 포함되지 않는다.","3. 농림축산식품부장관과 해양수산부장관은 기본계획에 따라 2년마다 시행계획을 수립ㆍ시행하여야 한다.","4. 농림축산식품부장관은 시행계획의 수립ㆍ시행을 위하여 필요한 경우에는 지방자치단체의 장에게 관련 정보의 제공을 요청할 수 있다.","4","주무부장관은 시행계획 수립 시 지자체 장에게 관련 정보 제공을 요청할 수 있습니다. 기본계획은 5년마다 수립합니다.",""
"2025","농어업재해보험법령","27. 농어업재해보험법령상 농업재해보험심의회(이하 “심의회”라 한다) 및 분과위원회에 관한 설명으로 옳은 것은?","1. 심의회의 위원장은 농림축산식품부장관으로 하고, 부위원장은 위원 중에서 호선(互選)한다.","2. 심의회의 회의는 재적위원 3분의 1의 출석으로 개의(開議)하고, 출석위원 과반수의 찬성으로 의결한다.","3. 심의회는 그 심의 사항을 검토ㆍ조정하고, 심의회의 심의를 보조하게 하기 위하여 심의회에 분과위원회를 둔다.","4. 분과위원회는 분과위원장 1명을 포함한 5명 이내의 분과위원으로 성별을 고려하여 구성한다.","3","심의회는 효율적 운영을 위해 분야별 분과위원회를 둘 수 있습니다. 위원장은 차관이 맡습니다.",""
"2025","농어업재해보험법령","28. 농어업재해보험법령상 농작물재해보험 손해평가인의 자격요건에 관한 규정의 일부이다. ( )에 들어갈 숫자는? ○ 교원으로 고등학교에서 농작물재배 분야 관련 과목을 ( ㄱ )년 이상 교육한 경력이 있는 사람 ○ 조교수 이상으로 ｢고등교육법｣ 제2조에 따른 학교에서 농작물재배 관련학을 ( ㄴ )년 이상 교육한 경력이 있는 사람","1. ㄱ: 3, ㄴ: 2","2. ㄱ: 3, ㄴ: 3","3. ㄱ: 5, ㄴ: 3","4. ㄱ: 5, ㄴ: 5","3","고등학교 교원은 5년 이상, 조교수 이상은 3년 이상입니다.",""
"2025","농어업재해보험법령","29. 농어업재해보험법령상 보험금의 수급 및 보험목적물의 양도에 관한 설명으로 옳지 않은 것은?","1. 재해보험사업자는 정보통신장애로 보험금을 보험금수급계좌로 이체할 수 없을 때에는 현금으로 보험금을 지급할 수 있다.","2. 농작물의 재생산에 직접적으로 소요되는 비용의 보장을 목적으로 보험금수급전용계좌로 입금된 보험금의 경우 입금된 보험금 전액에 관한 채권을 압류할 수 있다.","3. 보험금수급전용계좌의 해당 금융기관은 ｢농어업재해보험법｣에 따른 보험금만이 보험금수급전용계좌에 입금되도록 관리하여야 한다.","4. 재해보험가입자가 재해보험에 가입된 보험목적물을 양도하는 경우 그 양수인은 재해보험계약에 관한 양도인의 권리 및 의무를 승계한 것으로 추정한다.","2","보험금수급전용계좌로 입금된 보험금 중 압류금지 금액에 해당하는 채권은 압류할 수 없습니다.",""
"2025","농어업재해보험법령","30. 농어업재해보험법령상 농림축산식품부장관이 재해보험사업을 하려는 자와 재해보험사업의 약정을 체결할 때에 약정서에 포함되어야 하는 사항이 아닌 것은?","1. 국가에 대한 재정지원","2. 약정기간","3. 약정의 변경ㆍ해지 등","4. 재해보험사업의 약정을 체결한 자가 준수하여야 할 사항","1","국가에 대한 재정지원은 법령에 근거한 사항으로 약정서의 필수 포함 사항은 아닙니다.",""
"2025","농어업재해보험법령","31. 농어업재해보험법령상 손해평가사의 시험에 관한 설명으로 옳은 것은?","1. 손해평가인으로 위촉된 기간이 2년이 된 사람은 손해평가사 제1차 시험의 일부과목을 면제한다.","2. 농림축산식품부장관은 거짓으로 손해평가를 한 사람에 대하여 손해평가사 자격을 취소하여야 한다.","3. 농림축산식품부장관은 손해평가사의 자격을 부정한 방법으로 취득한 사람에 대하여 손해평가사 자격을 취소하여야 한다.","4. 손해평가사 자격이 취소된 사람은 그 취소 처분이 있은 날부터 3년이 지나지 아니한 경우 손해평가사 자격시험에 응시하지 못한다.","3","부정한 방법으로 자격을 취득한 경우 장관은 그 자격을 취소하여야 합니다.",""
"2025","농어업재해보험법령","32. 농어업재해보험법령상 용어의 정의로 옳지 않은 것은?","1. “어업재해”란 양식수산물 및 어업용 시설물에 발생하는 자연재해ㆍ병충해ㆍ조수해(鳥獸害)를 말한다.","2. “농어업재해보험”이란 농어업재해로 발생하는 재산 피해에 따른 손해를 보상하기 위한 보험을 말한다.","3. “보험가입금액”이란 보험가입자의 재산 피해에 따른 손해가 발생한 경우 보험에서 최대로 보상할 수 있는 한도액으로서 보험가입자와 보험사업자 간에 약정한 금액을 말한다.","4. “보험료”란 보험가입자와 보험사업자 간의 약정에 따라 보험가입자가 보험사업자에게 내야 하는 금액을 말한다.","1","농어업재해보험법상 농업재해와 어업재해의 정의가 다르며, '어업재해'에는 병충해가 포함되지 않습니다.",""
"2025","농어업재해보험법령","33. 농어업재해보험법령상 재정지원에 관한 설명으로 옳지 않은 것은?","1. 정부는 예산의 범위에서 재해보험사업자의 재해보험의 운영 및 관리에 필요한 비용의 전부 또는 일부를 지원할 수 있다.","2. 지방자치단체는 재해보험가입자가 부담하는 보험료를 지원할 수 없다.","3. 정부는 예산의 범위에서 재해보험가입자가 부담하는 보험료의 일부를 지원할 수 있다.","4. ｢풍수해ㆍ지진재해보험법｣에 따른 풍수해ㆍ지진재해보험에 가입한 자가 동일한 보험 목적물을 대상으로 재해보험에 가입할 경우에는 정부가 재정지원을 하지 아니한다.","2","지방자치단체는 조례 등에 따라 보험가입자가 부담하는 보험료의 일부를 지원할 수 있습니다.",""
"2025","농어업재해보험법령","34. 농어업재해보험법령상 농림축산식품부장관 또는 해양수산부장관이 농업정책보험금융원에 위탁할 수 있는 업무가 아닌 것은?","1. 손해평가인력의 육성","2. 재해보험사업의 관리ㆍ감독","3. 손해평가사 자격시험의 실시 및 관리","4. 재해 관련 통계 생산 및 데이터베이스 구축ㆍ분석","3","손해평가사 자격시험의 실시는 한국산업인력공단에 위탁하고 있습니다.",""
"2025","농어업재해보험법령","35. 농어업재해보험법령상 벌칙에 관한 규정이다. ( )에 들어갈 내용은? 재해보험사업자가 ｢농어업재해보험법｣ 제10조제2항에서 준용하는 ｢보험업법｣ 제95조를 위반하여 보험안내를 한 경우에는 ( ㄱ ) 이하의 ( ㄴ )을(를) 부과한다.","1. ㄱ: 500만원, ㄴ: 과태료","2. ㄱ: 1,000만원, ㄴ: 과태료","3. ㄱ: 1,000만원, ㄴ: 벌금","4. ㄱ: 2,000만원, ㄴ: 벌금","2","준용 규정 위반 시 1,000만원 이하의 과태료를 부과합니다.",""
"2025","농어업재해보험법령","36. 농어업재해보험법령상 농어업재해재보험기금(이하 “기금”이라 한다)에 관한 설명으로 옳지 않은 것은?","1. 기금은 농림축산식품부장관이 해양수산부장관과 협의하여 관리ㆍ운용한다.","2. 기금의 관리ㆍ운용에 필요한 경비(위탁경비 포함)의 지출은 기금의 용도에 해당한다.","3. 농림축산식품부장관은 농업정책보험금융원과 협의를 거쳐 기금의 관리ㆍ운용에 관한 사무의 일부를 해양수산부장관에게 위탁할 수 있다.","4. 농림축산식품부장관은 해양수산부장관과 협의하여 기금의 수입과 지출에 관한 사무를 수행하게 하기 위하여 소속 공무원 중에서 기금수입징수관을 임명한다.","3","장관은 기금의 관리 및 운용에 관한 사무의 '전부 또는 일부'를 위탁할 수 있습니다.",""
"2025","농어업재해보험법령","37. 농어업재해보험법령상 농어업재해재보험기금을 조성하는 재원이 아닌 것은?","1. 재보험금의 회수 자금","2. 정부 외의 자로부터 받은 출연금","3. 농어업재해재보험기금의 운용수익금","4. 재해보험가입자가 재해보험사업자에게 내야 할 보험료의 회수 자금","4","가입자가 내는 보험료는 재해보험사업자의 수입이며 기금의 직접적 조성 재원은 아닙니다.",""
"2025","농어업재해보험법령","38. 농업재해보험 손해평가요령상 손해평가 업무 및 손해평가인 위촉에 관한 설명으로 옳지 않은 것은?","1. 재해보험사업자는 손해평가보조인을 운용할 수 없다.","2. 피해사실 확인은 손해평가 업무에 포함된다.","3. 손해평가인은 손해평가 임무를 수행하기 전에 보험가입자(피보험자 포함)에게 손해평가인증 등 신분을 확인할 수 있는 서류를 제시하여야 한다.","4. 재해보험사업자는 피해 발생 시 원활한 손해평가가 이루어지도록 농업재해보험이 실시되는 시ㆍ군ㆍ자치구별 보험가입자(피보험자 포함)의 수 등을 고려하여 적정 규모의 손해평가인을 위촉할 수 있다.","1","재해보험사업자는 원활한 업무 수행을 위해 손해평가보조인을 운용할 수 있습니다.",""
"2025","농어업재해보험법령","39. 농업재해보험 손해평가요령상 농업재해보험에 해당하는 것을 모두 고른 것은? ㄱ. 가축재해보험 ㄴ. 임산물재해보험 ㄷ. 농업인안전보험 ㄹ. 양식수산물재해보험","1. ㄱ, ㄴ","2. ㄴ, ㄷ","3. ㄱ, ㄷ, ㄹ","4. ㄱ, ㄴ, ㄷ, ㄹ","1","농업재해보험에는 가축재해보험과 농작물재해보험(임산물 포함)이 해당됩니다. 양식수산물은 어업재해보험 소관입니다.",""
"2025","농어업재해보험법령","40. 농업재해보험 손해평가요령상 손해평가인 정기교육의 세부내용에 해당하지 않는 것은?","1. 농업재해보험상품의 개선ㆍ개발계획","2. 농업재해보험 상품 주요내용 및 약관 일반 사항","3. 보험목적물별 손해평가 기준 및 피해유형별 보상사례","4. 농어업재해보험법 제정 배경ㆍ구성 및 조문별 주요내용","1","상품의 개선 및 개발계획은 정책적 사항으로 손해평가인 교육 내용에 포함되지 않습니다.",""
